frame_name,split,bbox_id,quality_flag,n_poly_pts
frame_00509,train,1,usable,6
frame_00509,train,2,good,6
frame_00509,train,3,low_conf,4
frame_00509,train,4,usable,5
frame_00509,train,5,usable,6
frame_00510,train,0,usable,6
frame_00510,train,1,good,5
frame_00510,train,2,low_conf,5
frame_00510,train,3,usable,6
frame_00510,train,4,usable,6
frame_00510,train,5,low_conf,4
frame_00510,train,6,usable,6
frame_00510,train,7,low_conf,4
frame_00511,train,0,usable,7
frame_00511,train,1,usable,6
frame_00511,train,2,usable,7
frame_00511,train,3,good,6
frame_00511,train,4,low_conf,4
frame_00511,train,5,low_conf,5
frame_00511,train,6,low_conf,5
frame_00512,train,0,low_conf,6
frame_00512,train,1,low_conf,4
frame_00512,train,2,good,6
frame_00512,train,3,low_conf,5
frame_00512,train,4,usable,6
frame_00512,train,5,good,6
frame_00512,train,6,good,6
frame_00512,train,7,low_conf,5
frame_00512,train,8,usable,8
frame_00512,train,9,low_conf,5
frame_00513,train,0,usable,6
frame_00513,train,1,low_conf,4
frame_00513,train,2,good,7
frame_00513,train,3,low_conf,5
frame_00513,train,4,usable,6
frame_00513,train,5,usable,6
frame_00513,train,6,good,6
frame_00513,train,7,low_conf,4
frame_00513,train,8,usable,6
frame_00513,train,9,usable,6
frame_00514,train,0,usable,7
frame_00514,train,1,low_conf,6
frame_00514,train,2,good,6
frame_00514,train,3,low_conf,6
frame_00514,train,4,usable,6
frame_00514,train,5,usable,6
frame_00514,train,6,good,6
frame_00514,train,7,low_conf,4
frame_00514,train,8,usable,7
frame_00514,train,9,low_conf,5
frame_00515,train,0,usable,5
frame_00515,train,1,low_conf,6
frame_00515,train,2,low_conf,5
frame_00515,train,3,usable,6
frame_00515,train,4,usable,6
frame_00515,train,5,good,6
frame_00515,train,6,low_conf,4
frame_00515,train,7,low_conf,5
frame_00515,train,8,low_conf,5
frame_00516,train,0,usable,7
frame_00516,train,1,low_conf,6
frame_00516,train,2,usable,6
frame_00516,train,3,usable,6
frame_00516,train,4,good,6
frame_00516,train,5,low_conf,4
frame_00516,train,6,usable,6
frame_00516,train,7,usable,6
frame_00517,train,0,usable,5
frame_00517,train,1,low_conf,4
frame_00517,train,2,usable,6
frame_00517,train,3,good,6
frame_00517,train,4,good,6
frame_00517,train,5,low_conf,4
frame_00517,train,6,usable,5
frame_00517,train,7,low_conf,4
frame_00518,train,0,usable,5
frame_00518,train,1,low_conf,4
frame_00518,train,2,good,6
frame_00518,train,3,low_conf,6
frame_00518,train,4,good,6
frame_00518,train,5,low_conf,4
frame_00518,train,6,usable,6
frame_00518,train,7,usable,6
frame_00521,train,0,usable,6
frame_00521,train,1,low_conf,4
frame_00521,train,2,usable,6
frame_00521,train,3,good,6
frame_00521,train,4,good,6
frame_00521,train,5,low_conf,4
frame_00521,train,6,low_conf,5
frame_00521,train,7,usable,6
frame_00522,train,0,low_conf,5
frame_00522,train,1,low_conf,6
frame_00522,train,2,usable,6
frame_00522,train,3,usable,6
frame_00522,train,4,good,6
frame_00522,train,5,good,7
frame_00522,train,6,low_conf,4
frame_00522,train,7,low_conf,5
frame_00522,train,8,usable,7
frame_00524,train,0,usable,6
frame_00524,train,1,usable,7
frame_00524,train,2,usable,6
frame_00524,train,3,usable,6
frame_00524,train,4,usable,6
frame_00524,train,5,low_conf,5
frame_00524,train,6,low_conf,6
frame_00524,train,7,usable,6
frame_00526,train,0,low_conf,4
frame_00526,train,1,low_conf,5
frame_00526,train,2,usable,6
frame_00526,train,3,usable,6
frame_00526,train,4,good,6
frame_00526,train,5,good,7
frame_00526,train,6,low_conf,6
frame_00526,train,7,low_conf,6
frame_00526,train,8,usable,7
frame_00527,train,0,usable,6
frame_00527,train,1,low_conf,4
frame_00527,train,2,usable,6
frame_00527,train,3,usable,8
frame_00527,train,4,good,6
frame_00527,train,5,good,6
frame_00527,train,6,low_conf,6
frame_00527,train,7,low_conf,6
frame_00527,train,8,usable,6
frame_00528,train,0,usable,6
frame_00528,train,1,low_conf,4
frame_00528,train,2,usable,6
frame_00528,train,3,usable,5
frame_00528,train,4,usable,6
frame_00528,train,5,usable,7
frame_00528,train,6,low_conf,6
frame_00528,train,7,low_conf,4
frame_00528,train,8,usable,6
frame_00529,train,0,low_conf,5
frame_00529,train,1,low_conf,5
frame_00529,train,2,usable,6
frame_00529,train,3,usable,6
frame_00529,train,4,usable,6
frame_00529,train,5,good,6
frame_00529,train,6,low_conf,6
frame_00529,train,7,low_conf,5
frame_00529,train,8,usable,7
frame_00530,train,0,usable,6
frame_00530,train,1,low_conf,4
frame_00530,train,2,usable,7
frame_00530,train,3,usable,6
frame_00530,train,4,usable,7
frame_00530,train,5,good,6
frame_00530,train,6,low_conf,6
frame_00530,train,7,low_conf,5
frame_00530,train,8,usable,6
frame_00531,train,0,usable,5
frame_00531,train,1,low_conf,6
frame_00531,train,2,usable,6
frame_00531,train,3,usable,6
frame_00531,train,4,usable,7
frame_00531,train,5,good,6
frame_00531,train,6,low_conf,6
frame_00531,train,7,low_conf,5
frame_00531,train,8,usable,6
frame_00532,train,0,low_conf,6
frame_00532,train,1,usable,5
frame_00532,train,2,usable,7
frame_00532,train,3,usable,6
frame_00532,train,4,good,6
frame_00532,train,5,good,6
frame_00532,train,6,low_conf,5
frame_00532,train,7,low_conf,4
frame_00532,train,8,usable,6
frame_00534,train,0,low_conf,6
frame_00534,train,1,low_conf,6
frame_00534,train,2,usable,5
frame_00534,train,3,usable,7
frame_00534,train,4,low_conf,5
frame_00534,train,5,usable,7
frame_00534,train,6,usable,6
frame_00534,train,7,low_conf,4
frame_00534,train,8,usable,6
frame_00534,train,9,low_conf,4
frame_00535,train,0,low_conf,5
frame_00535,train,1,usable,6
frame_00535,train,2,usable,6
frame_00535,train,3,usable,7
frame_00535,train,4,usable,7
frame_00535,train,5,usable,6
frame_00535,train,6,low_conf,5
frame_00535,train,7,usable,6
frame_00535,train,8,low_conf,5
frame_00536,train,0,usable,6
frame_00536,train,1,usable,7
frame_00536,train,2,usable,6
frame_00536,train,3,usable,7
frame_00536,train,4,usable,6
frame_00536,train,5,good,8
frame_00536,train,6,low_conf,6
frame_00536,train,7,low_conf,6
frame_00536,train,8,low_conf,6
frame_00538,train,0,usable,7
frame_00538,train,1,usable,6
frame_00538,train,2,usable,7
frame_00538,train,3,usable,7
frame_00538,train,4,good,6
frame_00538,train,5,good,6
frame_00538,train,6,low_conf,6
frame_00538,train,7,low_conf,6
frame_00539,train,0,usable,6
frame_00539,train,1,usable,6
frame_00539,train,2,usable,6
frame_00539,train,3,usable,7
frame_00539,train,4,usable,6
frame_00539,train,5,good,6
frame_00539,train,6,low_conf,4
frame_00539,train,7,low_conf,6
frame_00540,train,0,usable,6
frame_00540,train,1,usable,7
frame_00540,train,2,usable,6
frame_00540,train,3,usable,5
frame_00540,train,4,low_conf,6
frame_00540,train,5,low_conf,5
frame_00541,train,0,usable,6
frame_00541,train,1,low_conf,6
frame_00541,train,2,low_conf,6
frame_00541,train,3,usable,6
frame_00541,train,4,low_conf,4
frame_00541,train,5,low_conf,4
frame_00542,train,0,low_conf,5
frame_00542,train,1,usable,5
frame_00542,train,2,usable,7
frame_00542,train,3,usable,6
frame_00542,train,4,usable,6
frame_00542,train,5,good,6
frame_00542,train,6,low_conf,4
frame_00542,train,7,low_conf,5
frame_00543,train,0,usable,6
frame_00543,train,1,usable,5
frame_00543,train,2,low_conf,5
frame_00543,train,3,usable,6
frame_00543,train,4,good,7
frame_00543,train,5,low_conf,4
frame_00543,train,6,low_conf,4
frame_00544,train,0,usable,6
frame_00544,train,1,usable,6
frame_00544,train,2,usable,6
frame_00544,train,3,usable,6
frame_00544,train,4,usable,6
frame_00544,train,5,usable,6
frame_00544,train,6,usable,5
frame_00544,train,7,low_conf,4
frame_00544,train,8,low_conf,4
frame_00544,train,9,low_conf,4
frame_00545,train,0,usable,6
frame_00545,train,1,low_conf,5
frame_00545,train,2,usable,6
frame_00545,train,3,usable,7
frame_00545,train,4,usable,6
frame_00545,train,5,low_conf,4
frame_00545,train,6,low_conf,4
frame_00545,train,7,low_conf,5
frame_00546,train,0,usable,5
frame_00546,train,1,low_conf,4
frame_00546,train,2,usable,6
frame_00546,train,3,usable,7
frame_00546,train,4,low_conf,4
frame_00546,train,5,low_conf,4
frame_00546,train,6,low_conf,5
frame_00547,train,0,usable,5
frame_00547,train,1,usable,6
frame_00547,train,2,usable,6
frame_00547,train,3,usable,7
frame_00547,train,4,good,6
frame_00547,train,5,good,7
frame_00547,train,6,low_conf,4
frame_00547,train,7,low_conf,4
frame_00547,train,8,usable,6
frame_00549,train,0,usable,6
frame_00549,train,1,usable,7
frame_00549,train,2,usable,6
frame_00549,train,3,low_conf,6
frame_00549,train,4,usable,6
frame_00549,train,5,usable,7
frame_00549,train,6,low_conf,4
frame_00549,train,7,low_conf,6
frame_00549,train,8,low_conf,6
frame_00551,train,0,usable,6
frame_00551,train,1,usable,7
frame_00551,train,2,low_conf,4
frame_00551,train,3,usable,6
frame_00551,train,4,usable,5
frame_00551,train,5,low_conf,4
frame_00551,train,6,low_conf,6
frame_00551,train,7,low_conf,4
frame_00553,train,0,usable,6
frame_00553,train,1,usable,7
frame_00553,train,2,good,6
frame_00553,train,3,low_conf,4
frame_00553,train,4,usable,6
frame_00553,train,5,good,7
frame_00553,train,6,good,6
frame_00553,train,7,low_conf,4
frame_00553,train,8,low_conf,5
frame_00553,train,9,low_conf,6
frame_00553,train,10,low_conf,5
frame_00556,train,0,usable,6
frame_00556,train,1,low_conf,6
frame_00556,train,2,low_conf,6
frame_00556,train,3,usable,7
frame_00556,train,4,usable,6
frame_00556,train,5,low_conf,4
frame_00556,train,6,usable,6
frame_00556,train,7,usable,6
frame_00557,train,0,usable,6
frame_00557,train,1,low_conf,6
frame_00557,train,2,good,7
frame_00557,train,3,low_conf,4
frame_00557,train,4,low_conf,6
frame_00557,train,5,low_conf,6
frame_00559,train,0,usable,7
frame_00559,train,1,usable,7
frame_00559,train,2,usable,6
frame_00559,train,3,usable,8
frame_00559,train,4,usable,6
frame_00559,train,5,good,6
frame_00559,train,6,low_conf,4
frame_00559,train,7,low_conf,4
frame_00559,train,8,low_conf,5
frame_00559,train,9,low_conf,5
frame_00560,train,0,usable,5
frame_00560,train,1,usable,6
frame_00560,train,2,usable,6
frame_00560,train,3,usable,6
frame_00560,train,4,usable,7
frame_00560,train,5,low_conf,5
frame_00560,train,6,low_conf,4
frame_00560,train,7,low_conf,5
frame_00561,train,0,usable,6
frame_00561,train,1,usable,6
frame_00561,train,2,usable,8
frame_00561,train,3,usable,6
frame_00561,train,4,low_conf,5
frame_00561,train,5,low_conf,4
frame_00561,train,6,low_conf,6
frame_00562,train,0,usable,6
frame_00562,train,1,usable,7
frame_00562,train,2,usable,6
frame_00562,train,3,usable,6
frame_00562,train,4,good,7
frame_00562,train,5,low_conf,4
frame_00562,train,6,low_conf,4
frame_00562,train,7,low_conf,6
frame_00562,train,8,low_conf,5
frame_00563,train,0,usable,6
frame_00563,train,1,usable,7
frame_00563,train,2,usable,6
frame_00563,train,3,good,7
frame_00563,train,4,low_conf,5
frame_00563,train,5,low_conf,5
frame_00563,train,6,usable,7
frame_00563,train,7,low_conf,5
frame_00564,train,0,usable,7
frame_00564,train,1,usable,7
frame_00564,train,2,usable,6
frame_00564,train,3,usable,6
frame_00564,train,4,good,6
frame_00564,train,5,low_conf,4
frame_00564,train,6,low_conf,4
frame_00564,train,7,low_conf,4
frame_00564,train,8,low_conf,5
frame_00565,train,0,usable,7
frame_00565,train,1,usable,6
frame_00565,train,2,usable,6
frame_00565,train,3,usable,5
frame_00565,train,4,good,6
frame_00565,train,5,low_conf,6
frame_00565,train,6,low_conf,4
frame_00565,train,7,low_conf,4
frame_00566,train,0,usable,6
frame_00566,train,1,usable,6
frame_00566,train,2,usable,6
frame_00566,train,3,usable,6
frame_00566,train,4,good,5
frame_00566,train,5,low_conf,6
frame_00566,train,6,low_conf,6
frame_00566,train,7,low_conf,4
frame_00567,train,0,usable,5
frame_00567,train,1,usable,6
frame_00567,train,2,usable,5
frame_00567,train,3,good,7
frame_00567,train,4,usable,8
frame_00567,train,5,low_conf,6
frame_00567,train,6,low_conf,5
frame_00568,train,0,usable,6
frame_00568,train,1,low_conf,5
frame_00568,train,2,usable,6
frame_00568,train,3,good,7
frame_00568,train,4,usable,5
frame_00568,train,5,low_conf,6
frame_00568,train,6,low_conf,6
frame_00568,train,7,low_conf,6
frame_00568,train,8,low_conf,5
frame_00569,train,0,usable,5
frame_00569,train,1,low_conf,5
frame_00569,train,2,usable,6
frame_00569,train,3,good,7
frame_00569,train,4,usable,7
frame_00569,train,5,low_conf,6
frame_00569,train,6,low_conf,6
frame_00569,train,7,low_conf,7
frame_00570,train,0,usable,7
frame_00570,train,1,good,7
frame_00570,train,2,low_conf,5
frame_00570,train,3,usable,6
frame_00570,train,4,usable,7
frame_00570,train,5,good,6
frame_00570,train,6,low_conf,6
frame_00570,train,7,low_conf,4
frame_00570,train,8,low_conf,5
frame_00571,train,0,usable,6
frame_00571,train,1,usable,7
frame_00571,train,2,usable,6
frame_00571,train,3,good,7
frame_00571,train,4,usable,7
frame_00571,train,5,low_conf,6
frame_00571,train,6,low_conf,5
frame_00571,train,7,usable,6
frame_00571,train,8,low_conf,4
frame_00572,train,0,usable,6
frame_00572,train,1,usable,6
frame_00572,train,2,usable,6
frame_00572,train,3,usable,6
frame_00572,train,4,good,6
frame_00572,train,5,low_conf,6
frame_00572,train,6,low_conf,4
frame_00572,train,7,low_conf,5
frame_00573,train,0,usable,7
frame_00573,train,1,usable,7
frame_00573,train,2,good,6
frame_00573,train,3,usable,6
frame_00573,train,4,good,6
frame_00573,train,5,low_conf,5
frame_00573,train,6,low_conf,5
frame_00573,train,7,low_conf,5
frame_00573,train,8,low_conf,6
frame_00574,train,0,usable,6
frame_00574,train,1,usable,7
frame_00574,train,2,usable,7
frame_00574,train,3,good,7
frame_00574,train,4,usable,6
frame_00574,train,5,good,7
frame_00574,train,6,low_conf,5
frame_00574,train,7,low_conf,4
frame_00574,train,8,usable,6
frame_00575,train,0,low_conf,7
frame_00575,train,1,usable,6
frame_00575,train,2,usable,6
frame_00575,train,3,good,6
frame_00575,train,4,usable,7
frame_00575,train,5,good,6
frame_00575,train,6,low_conf,4
frame_00575,train,7,low_conf,5
frame_00575,train,8,usable,6
frame_00575,train,9,low_conf,4
frame_00576,train,0,low_conf,7
frame_00576,train,1,good,6
frame_00576,train,2,usable,8
frame_00576,train,3,usable,7
frame_00576,train,4,good,6
frame_00576,train,5,usable,6
frame_00576,train,6,low_conf,4
frame_00576,train,7,low_conf,5
frame_00576,train,8,low_conf,6
frame_00576,train,9,low_conf,5
frame_00577,train,0,low_conf,7
frame_00577,train,1,usable,6
frame_00577,train,2,usable,6
frame_00577,train,3,usable,5
frame_00577,train,4,usable,7
frame_00577,train,5,low_conf,4
frame_00577,train,6,low_conf,6
frame_00577,train,7,low_conf,5
frame_00578,train,0,low_conf,6
frame_00578,train,1,usable,6
frame_00578,train,2,usable,6
frame_00578,train,3,good,6
frame_00578,train,4,usable,7
frame_00578,train,5,low_conf,4
frame_00578,train,6,low_conf,6
frame_00578,train,7,low_conf,6
frame_00582,train,0,usable,5
frame_00582,train,1,usable,6
frame_00582,train,2,low_conf,4
frame_00582,train,3,good,7
frame_00582,train,4,low_conf,5
frame_00582,train,5,low_conf,6
frame_00582,train,6,usable,6
frame_00583,train,0,low_conf,5
frame_00583,train,1,usable,5
frame_00583,train,2,usable,6
frame_00583,train,3,good,6
frame_00583,train,4,low_conf,4
frame_00583,train,5,low_conf,6
frame_00583,train,6,low_conf,6
frame_00583,train,7,usable,6
frame_00585,train,0,usable,7
frame_00585,train,1,usable,7
frame_00585,train,2,usable,6
frame_00585,train,3,low_conf,5
frame_00585,train,4,good,6
frame_00585,train,5,usable,7
frame_00585,train,6,low_conf,5
frame_00585,train,7,low_conf,5
frame_00586,train,0,usable,6
frame_00586,train,1,usable,7
frame_00586,train,2,low_conf,5
frame_00586,train,3,good,6
frame_00586,train,4,usable,6
frame_00586,train,5,low_conf,6
frame_00586,train,6,low_conf,4
frame_00586,train,7,low_conf,4
frame_00586,train,8,usable,7
frame_00588,train,0,usable,6
frame_00588,train,1,low_conf,5
frame_00588,train,2,low_conf,6
frame_00588,train,3,good,6
frame_00588,train,4,usable,6
frame_00588,train,5,low_conf,6
frame_00588,train,6,low_conf,5
frame_00590,train,0,usable,7
frame_00590,train,1,usable,6
frame_00590,train,2,usable,6
frame_00590,train,3,low_conf,5
frame_00590,train,4,good,6
frame_00590,train,5,usable,5
frame_00590,train,6,low_conf,6
frame_00590,train,7,low_conf,5
frame_00590,train,8,low_conf,7
frame_00592,train,0,low_conf,4
frame_00592,train,1,usable,7
frame_00592,train,2,usable,5
frame_00592,train,3,low_conf,5
frame_00592,train,4,good,6
frame_00592,train,5,usable,5
frame_00592,train,6,low_conf,5
frame_00592,train,7,low_conf,6
frame_00592,train,8,low_conf,5
frame_00593,train,0,usable,7
frame_00593,train,1,usable,7
frame_00593,train,2,usable,6
frame_00593,train,3,usable,6
frame_00593,train,4,good,7
frame_00593,train,5,usable,7
frame_00593,train,6,low_conf,4
frame_00593,train,7,usable,5
frame_00594,train,0,usable,6
frame_00594,train,1,usable,6
frame_00594,train,2,usable,6
frame_00594,train,3,usable,7
frame_00594,train,4,good,7
frame_00594,train,5,usable,6
frame_00594,train,6,low_conf,4
frame_00594,train,7,low_conf,6
frame_00594,train,8,usable,6
frame_00595,train,0,usable,6
frame_00595,train,1,good,6
frame_00595,train,2,usable,6
frame_00595,train,3,low_conf,6
frame_00595,train,4,good,6
frame_00595,train,5,usable,6
frame_00595,train,6,low_conf,4
frame_00595,train,7,low_conf,6
frame_00595,train,8,usable,7
frame_00596,train,0,usable,7
frame_00596,train,1,usable,6
frame_00596,train,2,usable,5
frame_00596,train,3,usable,6
frame_00596,train,4,good,6
frame_00596,train,5,usable,6
frame_00596,train,6,low_conf,4
frame_00596,train,7,low_conf,6
frame_00596,train,8,low_conf,6
frame_00596,train,9,low_conf,4
frame_00597,train,0,usable,6
frame_00597,train,1,usable,6
frame_00597,train,2,usable,7
frame_00597,train,3,usable,6
frame_00597,train,4,good,6
frame_00597,train,5,usable,6
frame_00597,train,6,low_conf,4
frame_00597,train,7,low_conf,6
frame_00598,train,0,usable,6
frame_00598,train,1,usable,6
frame_00598,train,2,usable,6
frame_00598,train,3,low_conf,5
frame_00598,train,4,good,6
frame_00598,train,5,usable,6
frame_00598,train,6,low_conf,4
frame_00598,train,7,low_conf,5
frame_00598,train,8,low_conf,7
frame_00599,train,0,usable,6
frame_00599,train,1,usable,6
frame_00599,train,2,usable,5
frame_00599,train,3,low_conf,5
frame_00599,train,4,good,7
frame_00599,train,5,usable,6
frame_00599,train,6,good,7
frame_00599,train,7,low_conf,4
frame_00599,train,8,low_conf,5
frame_00599,train,9,low_conf,7
frame_00599,train,10,low_conf,6
frame_00600,train,0,usable,5
frame_00600,train,1,usable,6
frame_00600,train,2,usable,5
frame_00600,train,3,low_conf,4
frame_00600,train,4,good,7
frame_00600,train,5,usable,6
frame_00600,train,6,good,6
frame_00600,train,7,low_conf,4
frame_00600,train,8,low_conf,4
frame_00600,train,9,low_conf,6
frame_00600,train,10,low_conf,7
frame_00602,train,0,usable,6
frame_00602,train,1,usable,6
frame_00602,train,2,usable,6
frame_00602,train,3,usable,7
frame_00602,train,4,good,6
frame_00602,train,5,good,6
frame_00602,train,6,low_conf,5
frame_00602,train,7,low_conf,4
frame_00603,train,0,usable,6
frame_00603,train,1,usable,6
frame_00603,train,2,usable,5
frame_00603,train,3,low_conf,7
frame_00603,train,4,good,7
frame_00603,train,5,good,6
frame_00603,train,6,low_conf,6
frame_00603,train,7,low_conf,5
frame_00603,train,8,low_conf,6
frame_00603,train,9,low_conf,6
frame_00603,train,10,low_conf,4
frame_00604,train,0,usable,6
frame_00604,train,1,usable,6
frame_00604,train,2,low_conf,6
frame_00604,train,3,usable,5
frame_00604,train,4,good,7
frame_00604,train,5,usable,6
frame_00604,train,6,good,6
frame_00604,train,7,low_conf,6
frame_00604,train,8,low_conf,6
frame_00604,train,9,low_conf,6
frame_00605,train,0,usable,6
frame_00605,train,1,usable,7
frame_00605,train,2,low_conf,7
frame_00605,train,3,usable,6
frame_00605,train,4,usable,7
frame_00605,train,5,usable,6
frame_00605,train,6,good,7
frame_00605,train,7,usable,6
frame_00605,train,8,low_conf,6
frame_00605,train,9,low_conf,5
frame_00605,train,10,low_conf,6
frame_00606,train,0,usable,6
frame_00606,train,1,usable,7
frame_00606,train,2,usable,7
frame_00606,train,3,usable,6
frame_00606,train,4,usable,6
frame_00606,train,5,good,7
frame_00606,train,6,usable,5
frame_00606,train,7,low_conf,6
frame_00606,train,8,low_conf,6
frame_00606,train,9,low_conf,5
frame_00607,train,0,usable,7
frame_00607,train,1,usable,6
frame_00607,train,2,usable,5
frame_00607,train,3,usable,6
frame_00607,train,4,usable,6
frame_00607,train,5,low_conf,4
frame_00607,train,6,good,7
frame_00607,train,7,low_conf,6
frame_00607,train,8,low_conf,6
frame_00607,train,9,low_conf,7
frame_00607,train,10,low_conf,6
frame_00608,train,0,usable,6
frame_00608,train,1,usable,6
frame_00608,train,2,low_conf,4
frame_00608,train,3,usable,7
frame_00608,train,4,usable,7
frame_00608,train,5,usable,6
frame_00608,train,6,good,7
frame_00608,train,7,low_conf,6
frame_00608,train,8,low_conf,5
frame_00608,train,9,low_conf,6
frame_00608,train,10,low_conf,5
frame_00609,train,0,low_conf,5
frame_00609,train,1,usable,6
frame_00609,train,2,low_conf,4
frame_00609,train,3,usable,7
frame_00609,train,4,usable,6
frame_00609,train,5,good,6
frame_00609,train,6,low_conf,6
frame_00609,train,7,low_conf,4
frame_00609,train,8,low_conf,4
frame_00610,train,0,usable,6
frame_00610,train,1,usable,6
frame_00610,train,2,usable,6
frame_00610,train,3,usable,6
frame_00610,train,4,usable,6
frame_00610,train,5,good,6
frame_00610,train,6,usable,5
frame_00610,train,7,low_conf,4
frame_00610,train,8,low_conf,5
frame_00610,train,9,usable,6
frame_00612,train,0,low_conf,5
frame_00612,train,1,good,6
frame_00612,train,2,usable,6
frame_00612,train,3,usable,7
frame_00612,train,4,low_conf,6
frame_00612,train,5,good,6
frame_00612,train,6,low_conf,5
frame_00612,train,7,low_conf,4
frame_00612,train,8,low_conf,6
frame_00613,train,0,low_conf,4
frame_00613,train,1,usable,7
frame_00613,train,2,usable,5
frame_00613,train,3,usable,7
frame_00613,train,4,usable,7
frame_00613,train,5,usable,7
frame_00613,train,6,good,6
frame_00613,train,7,low_conf,6
frame_00613,train,8,low_conf,5
frame_00613,train,9,low_conf,6
frame_00613,train,10,low_conf,5
frame_00614,train,0,good,6
frame_00614,train,1,usable,6
frame_00614,train,2,usable,6
frame_00614,train,3,low_conf,6
frame_00614,train,4,good,6
frame_00614,train,5,low_conf,6
frame_00614,train,6,low_conf,6
frame_00614,train,7,low_conf,4
frame_00614,train,8,usable,7
frame_00616,train,0,low_conf,5
frame_00616,train,1,good,6
frame_00616,train,2,usable,9
frame_00616,train,3,low_conf,6
frame_00616,train,4,good,6
frame_00616,train,5,low_conf,6
frame_00616,train,6,low_conf,4
frame_00617,train,0,low_conf,5
frame_00617,train,1,good,6
frame_00617,train,2,low_conf,4
frame_00617,train,3,usable,6
frame_00617,train,4,usable,6
frame_00617,train,5,low_conf,6
frame_00617,train,6,good,7
frame_00617,train,7,low_conf,5
frame_00617,train,8,low_conf,4
frame_00617,train,9,low_conf,5
frame_00618,train,0,low_conf,4
frame_00618,train,1,good,6
frame_00618,train,2,low_conf,6
frame_00618,train,3,usable,8
frame_00618,train,4,usable,5
frame_00618,train,5,usable,6
frame_00618,train,6,good,6
frame_00618,train,7,low_conf,6
frame_00618,train,8,low_conf,4
frame_00618,train,9,low_conf,5
frame_00618,train,10,usable,6
frame_00619,train,0,low_conf,4
frame_00619,train,1,good,6
frame_00619,train,2,low_conf,6
frame_00619,train,3,usable,6
frame_00619,train,4,low_conf,6
frame_00619,train,5,good,6
frame_00619,train,6,low_conf,5
frame_00619,train,7,low_conf,4
frame_00619,train,8,low_conf,5
frame_00619,train,9,low_conf,4
frame_00621,train,0,low_conf,4
frame_00621,train,1,usable,8
frame_00621,train,2,usable,6
frame_00621,train,3,usable,6
frame_00621,train,4,usable,6
frame_00621,train,5,low_conf,4
frame_00621,train,6,low_conf,4
frame_00623,train,0,low_conf,4
frame_00623,train,1,usable,6
frame_00623,train,2,usable,6
frame_00623,train,3,usable,6
frame_00623,train,4,good,6
frame_00623,train,5,usable,8
frame_00623,train,6,good,6
frame_00623,train,7,low_conf,5
frame_00623,train,8,low_conf,6
frame_00623,train,9,low_conf,4
frame_00626,train,0,low_conf,5
frame_00626,train,1,usable,7
frame_00626,train,2,usable,6
frame_00626,train,3,usable,5
frame_00626,train,4,usable,6
frame_00626,train,5,low_conf,6
frame_00626,train,6,low_conf,6
frame_00627,train,0,low_conf,5
frame_00627,train,1,usable,6
frame_00627,train,2,usable,6
frame_00627,train,3,usable,6
frame_00627,train,4,usable,7
frame_00627,train,5,usable,6
frame_00627,train,6,low_conf,7
frame_00627,train,7,low_conf,6
frame_00627,train,8,low_conf,5
frame_00629,train,0,low_conf,6
frame_00629,train,1,usable,6
frame_00629,train,2,usable,6
frame_00629,train,3,usable,5
frame_00629,train,4,usable,6
frame_00629,train,5,usable,6
frame_00629,train,6,low_conf,4
frame_00629,train,7,low_conf,6
frame_00629,train,8,low_conf,4
frame_00629,train,9,low_conf,5
frame_00630,train,0,low_conf,6
frame_00630,train,1,usable,5
frame_00630,train,2,usable,6
frame_00630,train,3,usable,5
frame_00630,train,4,usable,7
frame_00630,train,5,usable,6
frame_00630,train,6,low_conf,5
frame_00630,train,7,low_conf,5
frame_00630,train,8,low_conf,5
frame_00630,train,9,low_conf,4
frame_00631,train,0,low_conf,6
frame_00631,train,1,usable,6
frame_00631,train,2,usable,6
frame_00631,train,3,usable,6
frame_00631,train,4,usable,7
frame_00631,train,5,usable,6
frame_00631,train,6,low_conf,4
frame_00631,train,7,low_conf,4
frame_00631,train,8,low_conf,4
frame_00632,train,0,low_conf,5
frame_00632,train,1,usable,7
frame_00632,train,2,usable,6
frame_00632,train,3,low_conf,4
frame_00632,train,4,usable,7
frame_00632,train,5,usable,6
frame_00632,train,6,low_conf,4
frame_00632,train,7,low_conf,4
frame_00632,train,8,low_conf,6
frame_00633,train,0,low_conf,6
frame_00633,train,1,usable,6
frame_00633,train,2,usable,6
frame_00633,train,3,usable,6
frame_00633,train,4,good,6
frame_00633,train,5,usable,7
frame_00633,train,6,low_conf,5
frame_00633,train,7,low_conf,4
frame_00633,train,8,low_conf,6
frame_00633,train,9,low_conf,4
frame_00634,train,0,low_conf,6
frame_00634,train,1,usable,7
frame_00634,train,2,usable,6
frame_00634,train,3,usable,6
frame_00634,train,4,usable,7
frame_00634,train,5,usable,6
frame_00634,train,6,low_conf,4
frame_00634,train,7,low_conf,4
frame_00634,train,8,low_conf,6
frame_00634,train,9,low_conf,5
frame_00635,train,0,low_conf,6
frame_00635,train,1,usable,7
frame_00635,train,2,usable,7
frame_00635,train,3,usable,6
frame_00635,train,4,low_conf,6
frame_00635,train,5,low_conf,4
frame_00635,train,6,low_conf,4
frame_00635,train,7,low_conf,5
frame_00635,train,8,usable,6
frame_00636,train,0,low_conf,5
frame_00636,train,1,good,6
frame_00636,train,2,usable,6
frame_00636,train,3,usable,6
frame_00636,train,4,usable,6
frame_00636,train,5,usable,6
frame_00636,train,6,good,6
frame_00636,train,7,low_conf,7
frame_00636,train,8,low_conf,5
frame_00637,train,0,low_conf,5
